tweet_id,tweet,sentiment,hashtags,subjectivity,polarity,negative,positive,neutral,compound,pos
582,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5375757575757576,0.11310606060606058,0.0,0.347,0.653,0.7845,"[0.         0.         0.         0.         0.         0.66973952
 0.         0.         0.         0.69107159 0.         0.
 0.         0.         0.22197598 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15683019 0.         0.         0.         0.        ]"
3243,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17095186
 0.         0.         0.         0.90718403 0.         0.30017161
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.24018662 0.         0.         0.         0.        ]"
412,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.48333333333333334,-0.3,0.211,0.0,0.789,-0.34,"[0.         0.49289932 0.         0.         0.33295801 0.28349619
 0.         0.         0.         0.7522095  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2242,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5708333333333333,0.20416666666666664,0.086,0.178,0.736,0.3612,"[0.         0.         0.         0.         0.         0.22970488
 0.         0.         0.40728323 0.50790273 0.         0.60500263
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.23066255 0.         0.
 0.         0.32273436 0.         0.         0.         0.        ]"
2402,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.06666666666666667,0.03333333333333333,0.0,0.31,0.69,0.5423,"[0.         0.         0.         0.         0.         0.12790134
 0.         0.         0.         0.79185098 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25686916 0.         0.
 0.         0.5391025  0.         0.         0.         0.        ]"
6447,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.48484848484848486,0.07878787878787878,0.0,0.503,0.497,0.8442,"[0.         0.         0.         0.         0.         0.39130467
 0.         0.         0.         0.80753646 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.4014737  0.
 0.         0.18326046 0.         0.         0.         0.        ]"
1910,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.41893939393939394,-0.023484848484848497,0.0,0.343,0.657,0.7003,"[0.         0.         0.         0.         0.         0.53632115
 0.         0.         0.         0.75895361 0.         0.
 0.         0.         0.21330755 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.30141156 0.         0.         0.         0.        ]"
7657,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.7053571428571428,-0.10714285714285715,0.0,0.375,0.625,0.4939,"[0.         0.         0.         0.         0.         0.18101789
 0.         0.         0.         0.80050092 0.         0.
 0.         0.         0.3599754  0.         0.         0.
 0.         0.         0.         0.36354517 0.         0.
 0.         0.25432936 0.         0.         0.         0.        ]"
7664,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.4,0.1,0.0,0.2,0.8,0.3612,"[0.         0.         0.         0.         0.64020801 0.13627584
 0.         0.         0.         0.48211338 0.         0.4785691
 0.         0.         0.27100056 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19146697 0.         0.         0.         0.        ]"
778,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5053030303030304,0.05804924242424242,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.26680537 0.45434141
 0.         0.         0.         0.80367903 0.         0.
 0.         0.         0.22587785 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15958693 0.         0.         0.         0.        ]"
335,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.42346199
 0.         0.         0.         0.5617926  0.         0.
 0.         0.         0.63157801 0.         0.         0.
 0.         0.         0.         0.         0.32585003 0.
 0.         0.         0.         0.         0.         0.        ]"
6492,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.3,0.05,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.23689253 0.10085075
 0.         0.         0.         0.89196836 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.37162279 0.         0.         0.         0.         0.        ]"
953,[0. 0. 0. ... 0. 0. 0.],1,[0.         0.         0.         ... 0.         0.         0.77802425],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.13994101
 0.         0.         0.         0.99015984 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1295,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.65,0.35,0.184,0.204,0.612,0.0772,"[0.         0.         0.         0.         0.         0.24368232
 0.         0.         0.         0.96985511 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4213,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.14104164
 0.         0.         0.         0.37423027 0.         0.
 0.         0.         0.2804779  0.         0.         0.
 0.         0.         0.         0.84977796 0.         0.
 0.         0.19816289 0.         0.         0.         0.        ]"
3275,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],1.0,0.5,0.256,0.331,0.413,0.2023,"[0.         0.         0.         0.         0.         0.22062378
 0.         0.         0.         0.68295279 0.         0.
 0.         0.         0.43873636 0.         0.         0.
 0.         0.         0.         0.44308718 0.         0.
 0.         0.30997546 0.         0.         0.         0.        ]"
2969,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.16666666666666666,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.4172935
 0.         0.         0.         0.36907272 0.         0.73271892
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.39086371 0.         0.         0.         0.        ]"
6584,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.625,0.425,0.0,0.317,0.683,0.7579,"[0.         0.371166   0.         0.         0.25072604 0.10674
 0.         0.         0.         0.66083885 0.         0.18742305
 0.         0.         0.42453012 0.         0.         0.
 0.         0.         0.         0.21437003 0.         0.
 0.         0.29993849 0.         0.         0.         0.        ]"
1340,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.6261363636363636,0.27159090909090905,0.187,0.378,0.435,0.5267,"[0.         0.         0.         0.         0.         0.43822328
 0.         0.         0.         0.87206385 0.         0.
 0.         0.         0.21786465 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1151,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.141,0.859,0.3182,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.97412405 0.         0.1487635
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17015216 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
9088,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.35172119
 0.         0.         0.         0.62215536 0.         0.
 0.         0.         0.69943899 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2619,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.239,0.0,0.761,-0.296,"[0.         0.         0.         0.         0.         0.15945533
 0.         0.         0.         0.98720514 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
8411,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.8333333333333334,0.16666666666666666,0.175,0.314,0.511,0.2263,"[0.         0.         0.         0.         0.         0.13731207
 0.         0.         0.         0.97155863 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19292286 0.         0.         0.         0.        ]"
2599,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.25656859 0.21845462
 0.         0.         0.         0.86944893 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.36125986 0.         0.         0.        ]"
8608,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3333333333333333,-0.16666666666666666,0.0,0.375,0.625,0.7184,"[0.         0.         0.         0.         0.         0.26011217
 0.         0.         0.         0.92021857 0.         0.22836338
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.18272824 0.         0.         0.         0.        ]"
2253,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.35001883
 0.         0.         0.         0.61914408 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.70295621 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2211,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.5,0.0,0.193,0.807,0.5563,"[0.         0.         0.         0.         0.         0.16893835
 0.         0.         0.         0.97120729 0.         0.
 0.         0.         0.1679769  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1083,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.33487152
 0.         0.         0.         0.88852529 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.31366203 0.         0.         0.         0.        ]"
8341,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],1.0,-0.5,0.087,0.51,0.403,0.743,"[0.         0.         0.         0.         0.         0.3278344
 0.         0.         0.         0.86985347 0.         0.28781957
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.23030296 0.         0.         0.         0.        ]"
2888,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.6000000000000001,0.7,0.0,0.527,0.473,0.7783,"[0.         0.         0.         0.         0.         0.13919494
 0.         0.         0.         0.61555064 0.         0.
 0.         0.61001069 0.27680553 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.39113659 0.         0.         0.         0.        ]"
3044,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.0,0.0,0.242,0.758,0.4939,"[0.         0.         0.         0.         0.         0.10226619
 0.         0.         0.         0.63314102 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.75367706 0.14368356 0.         0.         0.         0.        ]"
8825,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.8,0.4,0.0,0.346,0.654,0.6486,"[0.         0.45297153 0.         0.         0.         0.2605313
 0.         0.         0.         0.46085068 0.         0.22873136
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.40095279 0.
 0.         0.54906804 0.         0.         0.         0.        ]"
1213,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3,0.1,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.12301026
 0.         0.         0.         0.76156975 0.         0.
 0.         0.         0.48924076 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.40684576 0.         0.         0.        ]"
3842,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.43606763
 0.         0.         0.         0.8999139  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2692,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.35912716 0.45866676
 0.         0.         0.         0.27044337 0.         0.
 0.         0.67002344 0.30403762 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.21480827 0.         0.         0.         0.        ]"
504,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.17770025 0.0756512
 0.         0.         0.         0.93672942 0.         0.
 0.         0.         0.15044131 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.25020977 0.         0.         0.        ]"
5806,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],1.0,-0.8,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.16211753
 0.         0.         0.         0.93199517 0.         0.14232978
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.11388722 0.26809484 0.         0.         0.        ]"
8428,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6666666666666666,0.0,0.0,0.217,0.783,0.3612,"[0.         0.         0.         0.         0.38588873 0.16428196
 0.         0.         0.         0.72649092 0.         0.28846004
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.46163088 0.         0.         0.         0.        ]"
8482,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.28214064 0.24022788
 0.         0.         0.         0.2124681  0.         0.63271839
 0.         0.         0.         0.         0.         0.57492655
 0.         0.         0.         0.24122942 0.         0.
 0.         0.16875957 0.         0.         0.         0.        ]"
1200,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.12002227
 0.         0.         0.         0.95537678 0.         0.21074517
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16863078 0.         0.         0.         0.        ]"
3286,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5,0.5,0.0,0.216,0.784,0.296,"[0.         0.         0.         0.         0.         0.51576713
 0.         0.         0.         0.45616713 0.         0.
 0.         0.         0.68377578 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.2415502  0.         0.         0.         0.        ]"
3056,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.5,0.13636363636363635,0.0,0.205,0.795,0.4767,"[0.         0.44567413 0.         0.         0.         0.38450119
 0.         0.         0.         0.56678293 0.         0.45009296
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.36014835 0.         0.         0.         0.        ]"
3016,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.4,0.1,0.263,0.0,0.737,-0.3612,"[0.         0.         0.         0.         0.38406188 0.
 0.         0.         0.         0.72305161 0.         0.57418885
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
3075,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3333333333333333,0.25,0.091,0.0,0.909,-0.1027,"[0.         0.         0.         0.         0.2427009  0.20664702
 0.         0.         0.         0.91383855 0.         0.
 0.         0.         0.20547097 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.14516909 0.         0.         0.         0.        ]"
1420,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.8,0.4,0.0,0.18,0.82,0.5106,"[0.         0.         0.         0.         0.         0.40144529
 0.         0.         0.         0.88763966 0.         0.17622283
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.14100723 0.         0.         0.         0.        ]"
8134,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.625,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.43189969
 0.         0.         0.5105261  0.63665178 0.         0.25278856
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.28913356 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1645,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.27564102564102566,0.11666666666666665,0.255,0.139,0.606,-0.2263,"[0.         0.         0.         0.         0.         0.48076576
 0.         0.         0.         0.74411816 0.         0.
 0.         0.         0.23901483 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.39752277 0.         0.         0.        ]"
7118,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]"
7324,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.39202303 0.08344674
 0.         0.         0.         0.88564754 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.23448461 0.         0.         0.         0.        ]"
5259,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.3011904761904762,0.14285714285714285,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.33336481
 0.         0.         0.         0.58968498 0.         0.
 0.         0.         0.22097839 0.         0.         0.
 0.         0.         0.         0.         0.68405625 0.
 0.         0.15612537 0.         0.         0.         0.        ]"
4252,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.42857142857142855,0.21428571428571427,0.0,0.24,0.76,0.4767,"[0.         0.         0.         0.         0.         0.35475524
 0.         0.         0.         0.7321093  0.         0.41527267
 0.         0.         0.23515752 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.33228639 0.         0.         0.         0.        ]"
4962,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.104,0.0,0.896,-0.1027,"[0.         0.         0.         0.         0.         0.33162762
 0.         0.         0.         0.87991814 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.34024579 0.
 0.         0.         0.         0.         0.         0.        ]"
5697,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.12277978
 0.         0.         0.         0.97732652 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.17250506 0.         0.         0.         0.        ]"
6497,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.05,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.47284903 0.48739406 0.
 0.         0.         0.         0.73407141 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2682,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.2,0.8,0.4588,"[0.         0.         0.         0.         0.         0.2479882
 0.         0.         0.         0.87732665 0.         0.21771924
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.34842235 0.         0.         0.         0.        ]"
633,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.6499999999999999,0.0,0.351,0.195,0.455,-0.34,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.47005959 0.82066322 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.26621558 0.         0.
 0.         0.18623942 0.         0.         0.         0.        ]"
1524,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.24544784
 0.         0.         0.         0.86833945 0.         0.43097791
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
193,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5,0.5,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.3331156
 0.         0.         0.         0.29462208 0.         0.
 0.         0.         0.         0.         0.         0.79723055
 0.         0.         0.         0.33450441 0.         0.
 0.         0.23401299 0.         0.         0.         0.        ]"
7525,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.7,0.4,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.12464843
 0.         0.         0.         0.99220097 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
4947,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.22056185
 0.         0.         0.         0.97537299 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
7319,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.197,0.803,0.4019,"[0.         0.         0.         0.         0.         0.2401884
 0.         0.         0.         0.95594932 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.16873183 0.         0.         0.         0.        ]"
1866,[0. 0. 0. ... 0. 0. 0.],1,[0.         0.         0.70482611 ... 0.         0.         0.        ],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17921638
 0.         0.         0.         0.95104108 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.25179824 0.         0.         0.         0.        ]"
3209,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.6,-0.1,0.231,0.147,0.622,-0.2263,"[0.         0.         0.         0.         0.         0.2653908
 0.         0.         0.31370462 0.46944657 0.         0.
 0.         0.         0.         0.         0.         0.42343188
 0.         0.         0.         0.53299449 0.         0.
 0.         0.24858195 0.29258568 0.         0.         0.        ]"
1394,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],1.0,-0.5,0.351,0.0,0.649,-0.1779,"[0.         0.         0.         0.         0.         0.2016627
 0.         0.         0.         0.89179681 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.40500693 0.         0.
 0.         0.         0.         0.         0.         0.        ]"
2151,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.5357142857142857,0.2857142857142857,0.225,0.0,0.775,-0.4404,"[0.         0.         0.         0.         0.30516081 0.
 0.         0.         0.         0.80431263 0.         0.
 0.         0.         0.25834962 0.         0.         0.
 0.         0.         0.         0.         0.39987094 0.
 0.         0.18252885 0.         0.         0.         0.        ]"
6754,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.45892857142857146,0.20892857142857144,0.118,0.0,0.882,-0.1531,"[0.         0.         0.         0.         0.30230823 0.25739952
 0.         0.         0.         0.56913863 0.         0.
 0.         0.         0.51186925 0.         0.         0.
 0.         0.         0.         0.25847265 0.39613303 0.
 0.         0.18082261 0.         0.         0.         0.        ]"
2336,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.7999999999999999,0.7000000000000001,0.0,0.369,0.631,0.802,"[0.         0.         0.         0.         0.         0.27270352
 0.         0.         0.         0.88436693 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.2797904  0.
 0.         0.25543151 0.         0.         0.         0.        ]"
7585,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.27200582
 0.         0.         0.         0.96229561 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
1944,[0. 0. 0. ... 0. 0. 0.],0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.496,0.0,0.504,-0.7096,"[0.         0.         0.         0.         0.39888152 0.16981329
 0.         0.         0.         0.90114204 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
6749,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.17095186
 0.         0.         0.         0.90718403 0.         0.30017161
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.24018662 0.         0.         0.         0.        ]"
3137,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.46666666666666673,0.43333333333333335,0.0,0.454,0.546,0.8519,"[0.         0.         0.         0.         0.32008116 0.27253223
 0.         0.         0.         0.84363821 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.27366846 0.         0.
 0.         0.19145331 0.         0.         0.         0.        ]"
7228,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.3,0.0,0.7,-0.4588,"[0.         0.         0.         0.         0.         0.17008087
 0.         0.         0.         0.30085399 0.         0.5972845
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.68315982 0.         0.
 0.         0.23896288 0.         0.         0.         0.        ]"
1583,[0. 0. 0. ... 0. 0. 0.],1,[0. 0. 0. ... 0. 0. 0.],0.5625,-0.4,0.0,0.0,1.0,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.98084939 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.19476773 0.         0.         0.         0.        ]"
5422,[0. 0. 0. ... 0. 0. 0.],2,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.326,0.674,0.7003,"[0.         0.         0.         0.         0.         0.1011134
 0.46904897 0.         0.         0.8048622  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.20306991 0.         0.
 0.         0.28412777 0.         0.         0.         0.        ]"
